sentence,label
我真的，今天凌晨充值那个每日优惠礼包，微信支付凭证显示已支付，然后在看游戏里东西没有，想找在线客服，没有，去微博私信，不理，去官网找，依旧没有客服，是真的很爱这个游戏，之前也氪了一些钱，也花了很多时间玩，出问题的这次钱也不多，但是不是因为我的问题坑掉那点钱真的憋屈。,negative
"这个出礼盒的速度…是有多想挣钱,开服不到一个月出了鸡翅绿梅圣灵,最近还出了凤舞九天和小红衣（反正没记清名字）到底是我太非还是掉率太低…不过这个也是有土豪氪金,刚出的***的土豪剑晚上刚登社区就看到了。虽说不氪金也不是玩不了,但是氪金了以后出的东西就很让人上火,也只能是说我们氪的不够多。看到别人的builingbuling的发光也只能羡慕别人土豪。人物每次尬舞的时候还有showtime的时候我都不忍心看,看着自己家女儿做些奇奇怪怪的pose我也很难过啊。爆气这种投机取巧的技能不能算好,毕竟有时候一个断了AC的人凭借爆气拿了第一让技术流怎么想。老子幸幸苦苦还没一个爆气6？估计就很伤了。按照这种出礼盒的速度估计最后能留下来的也只有老玩家和土豪了…",negative
为什么为什么我每次一跟别人在PK的时候玩着玩着就卡了那个进度条就卡了为什么为什么，垃圾腾讯垃圾腾讯,negative
我真的想说垃圾，冲那么钱还是缺一两件,negative
之前玩过了两次测试，感觉都很不错，但到公测发现动作还没加几个，就那几个调了速度，有时很快感觉变成qq尬舞。在然后就是泡泡模式，玩起来很难受╯﹏╰，里面的按键老被手挡到，有时多了根本反应不过来。希望能改进吧，我会一直玩下去的⊙∀⊙,positive
很好玩，还有新的咖啡厅，我们全校都在玩。,positive
骂人的不封没说什么的封禁言我是以前劲舞团老玩家提交反馈申诉多次都是失败根本没用还好只是刚玩要是花了钱不是更冤枉,negative
本以为这游戏很好的，现在感觉一点也不好，本来我要下载这游戏的时候就一直显示没有空间下载，我把游戏全删了才下载好的，然后呢这游戏来坑钱的，不充都不给衣服，呵，谁说很好的？给我出来！,negative
非常喜欢的游戏，端游玩了7年了。,positive
程序员小哥哥们加油,positive
画风清奇，偏低龄，新手歌曲节奏感不强，打击键很乱，按键和音乐节奏衔接不上，跟着音乐节奏走根本打不对，如果只是给初中生玩可以，但是对于我们这种炫舞老玩家来说，还不如奇迹暖暖画面精细，网游你随意做多复杂，毕竟电脑屏幕大。手游，那密密麻麻乱七八糟的红点，我只想砸手机，谢谢。,negative
"许愿,我想上天,希望大发慈悲出来个翅膀,飞行印章也行,自打玩游戏以来就一直有个上天的梦,想上天",positive
超喜欢,positive
"原来不是我一个人卡这样就平衡了卡的真是游戏体验超级差啊还在摸索中,首先捏脸系统还可以起码可以有选择了,其次衣服好像都是永久的衣橱满满有成就感,最后嗯集合了市面上大多音乐游戏的玩法组建了三种模式还蛮够玩的,但是卡的我真心想卸游气",negative
凭什么钻1，2的玩家都能抽到1，2件瑧品衣服，神器，翅膀什么的，而钻8，9，10缺抽不到一样，加起来的瑧品套还没别人不怎么花钱的多。,negative
游戏出来就马上下载玩了几天，感觉有点像节奏大师...然后就打到了乐天（没错我就是来秀段位的）证明了我玩游戏比大多数女的厉害嘿嘿。挺好玩的.希望火下去?,positive
炫舞我觉得很不好，进去就是人数太满直接被退，还有进了好几次进去了，结果又掉线，我开着数据还能掉线重新连接，我开始以为没啥，后来我进游戏每次都是人数太满，进都进不去，后来我果断卸载！要是能发图片非得叫你们看看，我对这游戏失望了，没法，就算你修改了我也不玩了，今天刚出来我还提前预约，这还没恋舞ol好了,negative
这个游戏怎么连个设置都没有,negative
"游戏挺好的(◔◡◔),我有一个小问题。。,不可以和不同区的qq好友一起玩吗。。,哭泣ㅍ_ㅍ",positive
飞车正在玩中，很不错，期待炫舞，炫舞是我的最爱？,positive
打击感很差，还比不上节奏大师。,negative
抽奖太坑，退游！,negative
啥时候上映？,positive
挺好玩的，不过人物不太喜欢,positive
排位匹配成功后老是加载不进去，其他地方卡的要死，一个系统设置藏的那么严实，希望改进一下。,negative
我和我朋友都是端游的忠实玩家，知道手游出的时候开心不已，端游炫舞起码攒点券可以买到光效及好看衣服，虽说买不到限定，但是乐趣还在，起码也能打扮的漂漂亮亮，到了手游这里，礼盒项挺坑，花钱就花钱吧，花了钱开出来也是安慰的啊，然而冲了几千都开不出来一套衣服，这游戏感觉和其他手游并没有区别，为了圈钱，要是定位于普通人群，差不多点得了，要是定位于有钱玩家，那不好意思，我们是真的玩不起！现在感觉不像是定位于我们普通玩家的游戏，我们都有现实生活，不可能把钱全部投资与于游戏，看评论还有一些为了开箱子导致贷款的玩家，两面性，一方面怪自己贪婪及虚荣，一方面还是游戏本身。作为游戏公司，赚钱是一方面，但是请有底线。,negative
感谢千元不出天使衣服，感谢劝退！再玩吃屎。,negative
我都快40级了,positive
有个相爱的老婆幸福快乐谢谢劲舞👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,positive
我觉得，有，点，卡,negative
很好玩,positive
好多好看的衣服活动过了没了，座椅可以商城买就好了，只是价格不要太贵,positive
垃圾游戏下载俩小时都下载不成一直停留在一半不动怪我苹果x太垃圾？,negative
短信什么时候来啊？,positive
头衔设置在哪啊，大佬求教,positive
期待,positive
第一感觉是卡，对就是卡。我玩的时候是大厅最卡，进入游戏慢的要死，但是玩的时候还行。希望在优化优化，考虑一下我们这一种手机，太卡了。,positive
怀念以前，给个五星😁,positive
泡泡模式能改良下,negative
每次去抽彩蛋时好开心可是抽了失望😞,positive
看QQ飞车的画风，建模，我以为腾讯把这些情怀游戏做成手游效果会挺好，充满期待，验证一句话，期望越大，失望越大。真的是尬舞，节奏很迷，冲着音游来的还是算了吧。,negative
游戏很好，可以不肝，也保留了炫舞的特色，就是没处理好游戏卡顿问题，可能刚开服吧,positive
说实话节奏卡点真的很难受,negative
我只想说，你腾讯想要炒这碗冷饭，我吃，因为这是我的回忆。这已经占据一星所有，这游戏包括系统，人物，音乐，画质我都表示，这真的是2018的东西？你们确定这不是当年琳琅天上还在的时候做的东西？抛开这些，传统音游该有的东西确实有，我不否认。但是为什么你们还要去搞个什么爆气系统，还有所谓技能选择？你们以为这样会增加游戏的可选择性，或者说是游戏的趣味性，那我只能说你们只是一群门外汉罢了，那这样我玩这游戏的意义是什么？碰运气？还是说靠技能优势？还是说我可以去网上找攻略，在什么时候爆气可以最大收益化？有一局我打了688个combo，680sp，结果直接被一个爆气追上来6000多分？有意思吗？技能甚至和我一样，sp也没有我多，这怎么超的？我冲钱不够吗？你游不搞清楚音游到底注重的是什么就等着黄掉吧，看看隔壁飞车，说实话，都是回忆，飞车和炫舞都喜欢玩，飞车b车也可以靠技术虐a车，你游呢？靠运气吗？,negative
端游老玩家，来到手游，花了七八千块钱，万年不出臻品，一件都不出，别人几十个盒子最多二三百个盒子出的套装，在我这里是不管花多少钱都爆不出来的，对于老玩家来说真的失望，机器人客服说爆率是一样的，真的是一样的吗？恐怕是早就把号给拉黑名单里去了，用户体验感差，对玩家极度不公平，弃游，不推荐大家玩，就是一坑钱游戏，钱坑了，装备也不给你的！,negative
泡泡的那个模式真是福气了,negative
"讲真，连续好几天晚上困得要死要死也要做任务了TAT,是个非常念旧的人，所以要接受新版本花了一点时间，但真的就觉得~其实还是感受得到诚意的呀~,有点变化也挺有新鲜感哒。,ps视频真的很酷很好看><,温泉的设计真的很好看呀~动不动就想泡了这样真的好吗？手机里存截图存了好多张嘻嘻。新表情新着装，新的腿（噗）还是满意的，喜欢喜欢~~",positive
哇！手游的QQ炫舞，作为一个退游两年的快200级的老玩家，可以说是很新奇，惊讶了，希望可以像电脑上差不多,positive
暖暖喔？,negative
加载太慢了,positive
非常喜欢,positive
"还是更喜欢超级舞者一些，这一版说实话也挺让人失望的，算了，手残党也没啥资格评论了，就让我用一首歌来结束评论吧。,杀马特，杀马特，洗剪吹，洗剪吹~吹~吹~",positive
炫舞的老人来了😁四星给情怀。不过体验真的不太好！居然玩了不到五分钟闪退两次，一次在第一次匹配的时候突然闪退，第二次在第一盘的一半玩的好好的就退了，真的不能忍啊！！！而且虽然我只玩了一半，但是点击的节奏和音乐好像根本就不在一个点上啊,positive
回忆童年的游戏,positive
教程把我当成智障一样一步一步烦了我十多分钟，终于过完了。又发现和我的好友都不在一个区，又得再来一遍教程！策划是不是脑子进了水？,negative
note速度不可改，我一个ap还打不赢人家断了的，呵呵，很抱歉我是硬核音遊玩家,negative
我转死都没坐骑！！！！！！！！能不能不要这么坑爹！！！！！！！！！！！！！！！！！！！！！！！！！！！！,positive
敲好玩，一直都喜欢炫舞,positive
说实话我是很喜欢这个游戏的，但它老在我打排的时候卡就不能忍了，但又没办法，气到变形，，，，，🙃🙃🙃🙃🙃😳,negative
"音游也是我平日中不可或缺的一部分了,看到QQ炫舞出的时候，在学校的我毫不犹豫用流量下了，玩了之后，觉得一点都不亏,良心游戏，氪金不会影响游戏体验，（虽然说我氪了不少）玩法多样，没有其他音游单调玩法的僵硬感觉，喜欢，沉迷进去了。。。哈哈哈,支持!!!!!",positive
建模一点都不精致看看隔壁飞车的模型再看这个打扰了同样是靠情怀捞金那也用点心呀..,negative
不同区不能一起玩？？邀请不了,negative
"1、舞蹈真的尬，跳来跳去就那几个动作.看看隔壁的萌舞OL，舞蹈是原跳的.,2、卡，玩一局卡一局.,3、歌太少了，而且QQ音乐的歌都听不了的.,毕竟新服多多改进吧.",negative
端游没玩过但手游的建模不是我想象中的那样跳舞动作略生硬任务等个别界面略卡手感嘛……emmmm，还能接受。或许是我玩的音游不多吧无法做出比较还有标准手残党一枚观望中希望后期能优化,negative
资源更新进度一直不变，重新安装了好多次都一样，进不去,negative
这个游戏喜欢，它不会特别上瘾，非常适合我们中，高学生玩，我玩了这么久，根本没有冲钱，系统会给我礼包，都是占空间太大，如果空间不是特别大，建议不要玩，因为它会定期的更新，谢谢！,positive
炫舞出了，毒奶粉还会远吗,positive
之前电脑一直在玩，为什么iPad上要重新设置人物？账号没变！,positive
这分掉的是真的快，事实，确实没有飞车好玩，虽然飞车运营坑,negative
我的青春啊你快出来,positive
不支持tim登陆，希望改进,positive
卡的一批,negative
莫名其妙的被封号，我到底得罪谁了啊,positive
先说新手教程的着急啊，介绍一大堆房子没什么用，其实只用告诉我在哪开始比赛就行，画面没有任何特色，各种加分真是恶心到我了，双m居然排第三，动作糙的不行，各种古神脸，打击感太差，不会在玩此游戏。,negative
不知道你们有没有发现玩法和节奏大师一样,negative
"页面确实太卡、习惯了飞车的流畅性这个确实有点没法看、而且社区更卡，目前玩到11级吧刚开了音乐实验室，解锁的模式困难歌曲都稍微试了一遍，200w分的小菜鸡，技能是分数提高3级。当音游还凑合，判定合格流畅合格打击感差一些，应该说差不多，目前和初音歌姬一起先存放着，希望能有更大的进步。,——————3.14第一次评论",positive
模式很多，但我要吐槽的是模式太多了，哪一个都要很多时间去练习啊，我玩排位最怕随机模式，随到不擅长的瞬间GG,positive
一般般，手速要求比节奏大师低很多,negative
很哈玩,positive
"呵呵，莫名其妙封我号你想让我给好评？,第一个差评送给你，请珍惜",negative
"人物建模丑的爆炸也就罢了，尬舞是最忍受不了的。,可能我已经过了杀马特时代了。,挽尊，祝好",negative
情怀预约为以前玩端游的日子,positive
"整体体验还行，反正玩的就是个情怀。后期感觉有点像暖暖23333333下面是吐槽,真的不能删除爆气么，遇到落键紧凑的歌根本腾不开手去摁爆气，摁了必断连击或者断了ap，就不能安静打完一首歌么搞这么多幺蛾子😓,话说真的没有练习模式吗，刷10星的有些落键太快了看都没看完，请给一个玩10星歌的机会😂不行当我没说😶,遇到过bug开局静音，按到了键都会从手底下miss。死亡泡泡是真的害怕，有些歌键会出在被手指挡住的位置分分钟miss。操作界面有延迟卡顿。约会任务逗猫棒那个互动键都会卡到bug卡没了，还好这任务一个人也能完成。,以及最受不了的一点，女号的那些上衣下装，没几件能搭成一套的，款式还是大写的丑。端游女装比男装好看，手游男装比女装好看。原班人马我信了，服装风格跟端游十年前一个样🙃你人物模型都换画风了为什么服装不能换成现时段的，或者好歹能配成一套也好。,顺便再吐槽个，女模男模站一起，女模头围明显比男的宽一轮，杵一起女的就跟个大头娃娃一样…因为有男模对比看着比例真不和谐…😂😂😂",negative
"新改的泡泡模式简单多了，本手残也不会miss了！,而且节奏感明显强了不止一点半点的，玩起来特别带感。",positive
哈哈哈85后90初的回忆……,positive
讲道理……这建模人物服装什么的……还没有手游QQ飞车好。。,negative
下载新版要收费吗？收多少？,positive
忠实粉丝，每天都要来，，，，，，，，,positive
现在终于没有那么卡了,positive
几大百几大百的充，不给我衣服，不给神器，真的很失望，很伤心，玩的什么。。。。。没有准备好的，别玩了，入了这个坑，就黑了，一黑到底,positive
因评价可能引起争执被折叠,negative
直接黑屏。。。差点把手机摔了,negative
游戏是好游戏但是貌似有外挂了,positive
什么时间出QQ堂,positive
依稀记得小时候很长时间在网吧里玩炫舞，，那时候每家网吧必然会响起敲击键盘的咔咔声，，如今过去6年了，，端游炫舞改变了太多，，如今偶尔进去华北二区，重温以前的时光，，很怀念，从原来跳10星都毫无难度的自己退化成了八星动情都不能整首跳下来的自己，看到出来手游也是很感慨啊。,positive
无聊透顶了,negative
真好,positive
一点节奏感都没有，舞蹈和歌曲一点都不符合,negative
"卡顿劝退。。。,尬舞,烂歌,5毛钱建模,就舞台换样子还可以",positive
在这个游戏里我很欧，真的太好玩了,positive
这游戏真TM好玩(别tm是我这辈子玩过最好的游戏)有一种意想不到的快感！,negative
学去吧，弟弟,negative
怀念敲键盘的时光,positive
"怀念我的小学假期生活(…)看模型真的挺不错啊明天就开服了现在只是纠结玩男号女号x,拉吉服务器ᕙ(`▿´)ᕗ,所以这个游戏的舞蹈动作是？？来搞笑的吗👍把我的六块钱还我",negative
舞步动作实在不能接受。无话可说。,negative
这不是一个种花插花送花的游戏吗？(•́ω•̀٥)(•́ω•̀٥),positive
休闲大厅对局经常弹着弹着就退回大厅是我手机问题还是啥不清楚然后就是排位爆气简直生气这不是比技术了还有就是连击特效能不能加个开关能自己选择开和关,negative
好期待啊！y(˙ᴗ.)耶~,positive
挺好玩的捏脸很好衣服也好看…但是不在同一个区的小伙伴没法一起玩啊哭哭(*꒦ິ⌓꒦ີ)歌很多！可是舞蹈动作有点像广播体操哈哈哈。希望商城多出点不用抽的好看的小裙子，然后就是工坊里能打造的衣服太少了还不好看…完全没有让人凑材料的欲望啊_(:з)∠)_,positive
腾讯有审美么…专注乡村非主流……,negative
爆气是真的游戏体验极差，，_(´ཀ`」∠)__扣一星其他都还行继续肝去了∠(ᐛ」∠)_,positive
"第一次评论最近只要点聊天就会有很大几率游戏卡死,为什么排位无法选择模式，泡泡模式我真的很菜，总会有盲区希望官方可以改成选择模式,每个人玩拿手的模式也会很开心，希望把传统也加入排位里面,觉得技能有点多此一举，如果没有技能也很好玩啊，加入技能会多一点趣味性，但是也会让很多人感觉不舒服，尤其是爆气,希望可以改进",negative
希望能多点原创歌曲,positive
骗玩家的情怀，四星是为了情怀,positive
哎，是真的无聊,negative
为什么有时候游戏里打字，能用九键盘打字，为什么有时候就不能用九键打字了。,positive
我希望可以改一下衣服方面，尤其是那种自己搭配的一套衣服穿过的记录保存下来下次能够一键换衣，因为一件一件的找真的很心烦，现在衣服越来越多了真的需要改进这个问题，每次找自己穿过的衣服都不好找特别心累,negative
专治老年痴呆,positive
舞蹈很尴尬，有点卡，但是界面还是不错的，尽量的在还原端游，但是没有连P提示，感觉还是有点不习惯，其他的都很不错！,positive
像回到了几年前,positive
真的是low很差劲差差差,negative
画质音质都太让人失望了,negative
曲库是你的优点，但是如果能在玩的时候看不到那几个假人我会更舒服,negative
很一般，排位匹配机制能不能改一下！！按照王者的说法铂金5匹配到砖石1，呵呵！！这个就先不说，不能和QQ好友打什么鬼，这是手游吗？不同大区不能一起，弄得现在就我一个在1区，打都不想打了,negative
没意见,positive
居然这么少的评价……,negative
特权游戏就该封杀，不能运营就赶紧滚下架，没有人下载你这几把一样的特权游戏,negative
"之前是touch舞动全城玩了两年多，后面删了之后再想回去发现那游戏已经差不多一年没更新过了，游戏里的盆友也都走了个七七八八，打那会儿起就在找跟它类似的游戏，一直也没找到...今天看见这个，感觉画风什么的都是自己喜欢的，总感觉很是值得期待一下的样子,————————,刚刚一冲动把游戏卸了😂首先抛去满屏的找CP什么的不说,作为一个学生党，从3.14开服到今天，一天没拉，天天上线，前两天比较忙，没打排位，最多也就两天而已，结果今天上线被系统威胁我说如果4.2之前再不打排位赛还要扣我现在的排位积分？那意思就是我天天都得玩呗？OK，这样的话我也认怂了，不就是排位么，我玩就是了，结果玩到一半，暂时排名第一的时候，莫名其妙又把我卡出去了？我特么....,再想想那些商场里我买不起的衣服跟排位赛那谜一样的firetime，我就一冲动把游戏给卸了...,说不定过几天我还会再认怂的下回来，毕竟同类型的游戏真的不多，但是我还是决定先冷落这游戏几天，消消气,哦对，最后加一句，为了玩这游戏我把我的老年iPhone6都换成8P了！所以真的好生气啊！",negative
几天开放下载呀？,positive
节奏大师高配版？,negative
又来骗钱，说什么幸运观众，然后拿了二等奖，什么苹果8然后还要交2888，我才不教，骗人,negative
跳舞中间和结束的那种特殊舞步很尬有没有，而且为什么排位不上传统，这个真的差点成为我退游的理由，但是我还是玩下去了，舍不得抛弃心爱的账号。最后希望能跨服，因为好友不在一个服空虚寂寞啊！另外同性能结婚吧？,negative
挺好的哇炫舞端游老玩家觉得还OK,positive
初中开始玩端游，手游一上线就开始玩，更多的是对这个游戏的感情。,positive
手游x5打歌没有竞技性可言……打歌判定都太松，不严格，不知为何没有端游的激情,negative
的确暴气有点坑,negative
第一次接触炫舞是被姐姐拉着玩的_(:з」∠)_在里面认识了许许多多的朋友，希望这次在手游里结识更多的人(｡･ω･｡)ﾉ♡,positive
真心喜欢这游戏！从端游到手游一直没有放弃,positive
从小学五年级开始玩电脑版炫舞，现在21岁了🙃,positive
感觉就是小游戏,negative
进来只为费启鸣，哈哈哈,positive
很好玩，改成音游是最好的选择,positive
不能敲空格，差评╮(.❛ᴗ❛.)╭,negative
3分情怀服务器不行开服半小时不到被挤掉线2次了,negative
很多人都在说音游玩家游戏体验巨差，你们好好想想，这游戏的目标用户是那些天天打恶俗，jb，洗衣机的硬核音游玩家么？,negative
有惊喜?那就默默地等到0点，看看能不能出个惊喜呐😌,positive
腾讯还会陆陆续续把qq堂，飞车，炫舞，类似的游戏都搬进来，我就不一一体验了，现在的我，已经看淡了麻花腾，安静打单机,negative
"爆气体验极差。既然是公平竞争，为什么要有爆气，就算一起爆都差一点影响分数，难的歌点爆气还容易Miss。,想赢就得背谱？牛逼！",negative
"2018.3.28,作为一个没事休闲局混个成就配饰的偶尔带着朋友排位九连胜（虽然不爱打）的人,我一定要说这游戏的平衡性不好严重影响游戏体验,哦弹珠困难我AP有个天使段的AC他出得分加成我出perfect加成都差他几千分真的太影响体验了,是不是非得我ASP才能怼过他啊？问题是怎么玩判定我拉开一截子的都能靠这个技能超我这太气了吧？,排位爆气也是的真的背个谱掌握爆气时间只要差距不大就能翻身我AP有时候都怼不过双AC,然后每次结算我都是有好好看判定的...表示这样真的太难受了,希望官方能改改技能感觉perfect加成太鸡肋了,爆气方面也能改改吧",negative
这是个换装小游戏,negative
"三星，一星送情怀，一星送低难度，一星送画面。,过场动画和新手教程不能跳过，还特别长，扣一星。,就算在大厅里点了暂停音乐，游戏结束时也会自动播放音乐。扣一星,应该优化一下默认歌单，更大众一点，不需要韩流，不需要快手文化（？）普通华语流行就可以。",negative
"进去就是卡，第一天登录闪退好几次，今天倒是好了些，不过还是有些卡，尤其在社区，卡到角色变形。,舞蹈舞步能不能多加些，跳来跳去就是那几个舞步，踩不中节拍的舞蹈看起来好尴尬。,不过其他地方还是很棒的。加油！希望游戏变的更好。",positive
呵呵，今天全区出bug有的人得了十亿钻石，结果停机补偿有的人是50抽奖券700钻石，有的人是10抽奖券200钻石，连每个人送的补偿都不一样你这个游戏还继续做下去干什么。,negative
调了一个贼丑的角色，后面分数第一差点把自己看吐了，然后笑了好久啊哈哈哈哈哈哈哈😂😂😂😂😂😂😂,negative
1“djjsjsmsjskks,negative
涉嫌人设抄袭一分,negative
我的青春啊你快出来,positive
"可以说是非常难过了，三星完全是给端游美好的回忆这个手游不好意思一星都没有,1.在节奏大师都已经出了这么多年的情况下炫舞手游的打击感竟然还这么烂麻烦向前辈多学习下学无止境,2.对我来说听歌打节奏还不如不听歌打节奏因为听了歌会发现节奏点非常奇怪非常别扭非常难受,3.跳舞的姿势可以说是丑到没朋友了每局比赛的展示时间人物僵硬的舞蹈和动作…对不起打扰了,4.绿油油的名字很突兀好嘛？？？,本来开服第一时间分享给好几个朋友约了一起玩结果我先打完三把出来告诉朋友不用了这游戏我玩不下去…难受(〃′o`)",negative
又可以骗小妹妹贞操了,positive
"玩了两天目前还不错,外装很多能肝到,就是……好像qq登陆的几个外装礼包，微信登陆的都没有，又懒得砍号重新玩了，算了没有就没有吧",positive
ummm只想说。。这个手游真的有点玩不下去。打完新手没什么心情玩了不知道为什么。玩了几年炫舞了手游有点迷,positive
难得的差评两星就当是怀旧了端游是初高中一直陪着我的游戏但是玩了手游之后没感觉到很强的还原度(除了地图和大致外观?)音乐和按键节奏经常凑不上画风也很糟糕😰感觉在玩劣质游戏(可能本人不喜欢)还有服务器问题怕是还没火就要凉了-_-||,negative
emmmmm。。。。只有我觉得封面像洛天依么。。。而且我还看到了天依的包子。。。,negative
快快出吧早就期待了玩过很多什么炫舞时代手游最后心里还是想玩炫舞,positive
网络游戏不好说，对于单机游戏一般我们对游戏的评价有以下几点，其实网游也不外乎以下几点，就是相比单机游戏多了些，如互动性，耐玩性，服务和更新等等。1，游戏内容，内容又分为情节，画面，声效。有的游戏内容还包含有世界观，人物性格等等。一个好的故事设定，紧凑的情节，加上优美流畅的画面，身临其境的声效，是一款好游戏不缺或缺的前提。2，游戏操作性。好游戏上手时间与熟练后操作是对游戏体验最关键的。3，每个国家或地区的游戏内容接受程度是不一样的，RPG，SLG，RTS，ARPG，FPS，ACT等等，但是一款好游戏却能无视这种地域性差距。如生化危机系列。故事情节的紧凑，画面，声效，都出类拔萃，尤其在次时代主机SS，PS上市后，不少玩家就是为了玩生化危机而决定去购买主机。如星际争霸，RTS即时战略游戏。评价一个游戏，那么要先从此游戏制作的出发点和实际效果来看。总之，好游戏的评价除了上面所说的内容，操作性，耐玩性，还有游戏的推广。,positive
"从PC炫舞到手游炫舞,一步步的看着炫舞成长与进步,还是挺期待这游戏的",positive
"另外希望能出不同类型的分区，有时候去休闲大厅想找个泡泡房都没有，还得一个一个频道找…也很难找到喜欢玩泡泡的玩家。可以考虑出个模式分区。,情侣心动任务每次都要出房间看下任务…然后再继续做也是很尴尬。,现在段位已经上不去了…尤其是泡泡调低难度后…低星的歌就看sp…高星的歌才看能力极限啊…要是能选排位的歌池就好了…",negative
我觉得还好吧…很怀旧…而且服装不是7天的很好……我觉得有个问题就是四个键位太靠上了吧…屏幕大点玩起来会很难受…另外这个费不费流量啊…不费的话平时我拿4g也可以玩了奥,positive
想问一下，手机端账号可以跟电脑端同步吗？,positive
1杯甜心巧克力,positive
"评分好像就稳定在6.4分了，没有上升也没有继续往下掉，虽然游戏一出来，刚开始玩的时候我就被卡在了登录界面，但是最近两天再玩就没有出现过这种情况了，看起来确实技术大大在努力修复，而且修复的奖励还是很多哒，福利也蛮多的，我是在手Q上预约过的，虽然一开始黑白天使套装只给了裙子，但是后来头发鞋子都补齐了，就冲积极听取意见又努力修复给三星,emmmm，不过虽然修复了之前的一些问题，还有一点问题存在，泡泡模式的第二章的第二首好想你，实在是逼死强迫症，卡点卡的太不准了，卡点和歌根本就合不上，希望技术大大优化一下吧，还有就是舞蹈，有一些动作还是比较尴尬的，比如弯手肘这个动作，看起来很别扭，希望技术大大继续优化一下（以上是个人发现的问题，勿喷）,为了可爱的66，尽职的大师兄和QQ炫舞更好的未来，给两星，希望越做越好（以上纯属个人观点，不喜勿喷）,PS：想看66卖萌(❁´ω`❁)",positive
@,positive
"想起小时候玩QQ炫舞端游~,那会是因为邻家的小姐姐爱玩，然后年幼无知的我对这种满屏炫酷，既可以换装又可以炫技术的游戏产生浓烈的好感。于是一并入坑~,并且当时有鼓分流，你是炫舞派还是劲舞派的。,由于炫舞的人物比较Q萌，导致丢丢酱流入了炫舞派的社群~,说来也是搞笑~第一次萌发好感的是因为炫舞开通了结婚系统。,因而背着家人偷偷去跟舞友操办了场世纪婚礼。（不知道那位“葬爱家族的小哥”还认识我吗）哈哈哈~,想想真的是满屏的回忆~决定去手游再回忆一波",positive
到底什么时候上线啊！我等的花都谢了,positive
"50级了，我来给个四星吧。,1、太简单了吧，7星以上只有泡泡模式有点难度，拇指党就那样了,2、我知道随着时间推移，服装会越来越多，但是对我来说一首歌一套衣服还是少了,3、数据包里只有歌曲吗？尬舞很难受啊，全都没有在节拍上，我也能理解一首歌一舞数据包可能大的没边了，但我不嫌弃啊,4、当combo到20，50，100，200键盘换颜色什么鬼，很像光污染啊，闪一闪的一不留神就没了连击了，这个建议设置里加个关闭吧，难受，毕竟按键音都能关,5、事务所里面的歌是不是主线？那主线剧情呢？,6、社区没去过，不说了，评选没弄过，不废话，工坊好评，商城……东西太少。种花，好吧，我是在种，懒得送,7、穿模能不能解决了？圣灵一套只跳过一次，那把法杖（姑且算吧），所有的手持，全都能捅角色身体里去，看着别扭，比B站劣质mmd好点,8、爆气就不说了，仁者见仁智者见智的东西,9、背包能不能有个道具包？我都不知道除了衣服我还有啥,10、还是希望越来越好吧",positive
这么多年过去了，永航仍旧不忘初心，依然保持着十年前的水平,negative
him,positive
很期待，肯定会很好,positive
玩了这么久，一直感觉跳舞动作挺魔性的，社会摇，不踩点，emmm虽然各位也不容易，但麻烦用点心吧，社会摇这种还是别搬出来了，什么歌都有这个动作，尬的一批，捏脸这方面没啥说的，感觉除了太简单，嘴太小以为挺好的，游轮十抽中一个衣服也是可以接受，希望可以把某些bug改善一下，以前的通关之后的闪退现在貌似解决了，不过66邀请函那里貌似有问题吧，还是只有我这样，邀请到人了，66邀请函没有显示，邀请的人都十五级了，也没有给我奖励，很心塞的啊，总而言之，言而总之虽然有大大小小的毛病，但我还是能接受的，只希望，衣服啥的多出点，别那么丑，现在的衣服，丑的一批，钻石的能看看，点卷金币的看不下去，三星给辛苦的程序猿，一星给游戏,positive
节奏大师怎么办，,negative
希望游戏可以早点出来，越做越好吧！,positive
"可能我在这里说别的游戏不太好，但是国内的音游对比日游还是有一定差距，cgss,mltd都是很好的作品(完全可以不氪不肝)，尤其喜欢mltd(老婆们都很漂亮)，国内毕竟小成本，也可能音游比较小众吧，希望能够借鉴一下日游吧，国内也一定能做的更好。,我永远喜欢艾米莉！",negative
从一开始预约送的白天使黑天使套装我就明白，手游比端游掉的b格不止一点，端游上这套服装是精品，手游可以直接送，我就知道没有端游那么好看，果然人物模型真的好丑啊！衣服也丑，跟端游没得比，端游那么精致，手游就像给三岁孩子玩的，那么多抽奖的方式都一样，一样的抽不到。玩法还不如节奏大师，但是最看不下去的就是画面，还有跟端游完全不一样的玩法，还有那个新增的捏脸…我真的对这个游戏好感全无了，好好的在商城上上架几款好看的表情不好吗，为什么我感觉我在玩装扮游戏？？还是单机的？人物又矮又胖画质也不想吐槽了，3d感也差的一批，等了这么久就等到这么一个给三岁小孩玩的游戏，真的是失望至极，请问你们跟端游真的是同一个团队开发的吗，为什么我连一点的共同点都找不到。创新的基础上请先继承经典可以吗？,negative
和QQ飞车画质一比。。。。麻溜的就又滚回飞车了。还是飞车看着舒服！,positive
星动模式太慢了！难受。就不能调速度吗？,negative
［水］哪位大佬知道大概什么时候公测啊,positive
哈哈哈哈哈哈哈哈哈哈,positive
垃圾游戏，毁我青春,positive
一定是一个充钱游戏，无所谓有防弹一定玩,negative
不知道为啥，原先创建角色的那个区进不去了，说服务器创建人数已满。，官方说正在修理了，还是给个好评吧,positive
